designation,prix,image,category,pourcentage
Bitdefender Antivirus Internet Security 1 an 1 PC,27.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/8751/1.jpg?1166,ordinateurs-accessoires-informatique,51%
Usb Hub 4 ports USB 2.0 - Noir,7.40,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/3192/1.jpg?3945,ordinateurs-accessoires-informatique,69%
R8 Souris USB - M1602L Filiale  - Gaming - Noir,8.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/3072/1.jpg?2642,ordinateurs-accessoires-informatique,77%
Jbl T510 - Rose,189.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/0664/1.jpg?2078,ordinateurs-accessoires-informatique,57%
Mp3 Bluetooth P47 Casque MP3 Bluetooth 4.1 - Blanc,27.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/0222/1.jpg?1965,ordinateurs-accessoires-informatique,57%
Souris sans fil - 2.4GHz - 4d - Noir,13.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/4281/1.jpg?7905,ordinateurs-accessoires-informatique,23%
Pack de 5 bouteilles d'encre compatible Epson L382 - T664/ 100 ml,24.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/6053/1.jpg?9024,ordinateurs-accessoires-informatique,28%
Apple MacBook Air 13 pouces M1 - 256 Go - Clavier Azerty - Gris Sidéral - Garantie 1 an,"3,798.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/8653/1.jpg?5286,ordinateurs-accessoires-informatique,20%
Apple MacBook Pro 13 pouces Puce Apple M1 - 256 Go - Clavier Azerty - Gris Sidéral - Garantie 1 an,"4,749.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/8653/1.jpg?1528,ordinateurs-accessoires-informatique,43%
Versus Unité centrale Light Office Core 2 duo  2 Go DDR3 - 320Go,450.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/3244/1.jpg?2648,ordinateurs-accessoires-informatique,60%
Apple MacBook Air 13 pouces - Ecran retina - 256 Go - Space grey,"5,206.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/0291/1.jpg?1652,ordinateurs-accessoires-informatique,40%
Mini souris  - Tapis souris  - Écouteur,12.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/4251/1.jpg?9908,ordinateurs-accessoires-informatique,51%
Apple MacBook Pro 13 pouces Puce Apple M1 - 512 Go - Clavier Azerty - Gris Sidéral - Garantie 1 an,"5,449.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/8653/1.jpg?1526,ordinateurs-accessoires-informatique,55%
Eaton Onduleur 650 - Garantie 2 ans,230.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/3183/1.jpg?0487,ordinateurs-accessoires-informatique,22%
Hp Pc HP15 - I3 10éme Gén - 8 G - 1Tb - W10 -Garantie 1an,"1,399.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/2924/1.jpg?6005,ordinateurs-accessoires-informatique,47%
Apple MacBook Air 13 pouces M1 - 512 Go - Gris Sidéral - Garantie 1 an,"4,749.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/8653/1.jpg?1526,ordinateurs-accessoires-informatique,51%
Canon Imprimante multifonction - TS 3140 - 3en1 - Couleur - WiFi,137.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/6084/1.jpg?2205,ordinateurs-accessoires-informatique,69%
Canon Imprimante Jet d'encre - PIXMA MG-2540 3en1 Couleur,112.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/3202/1.jpg?7323,ordinateurs-accessoires-informatique,77%
Hp Imprimante multifonction - SMART TANK 515 - Wifi - 3en1 - Garantie 1an,530.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/1974/1.jpg?9610,ordinateurs-accessoires-informatique,57%
Papier photo Ultra White Brillant- A4- 250GR,15.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/3054/1.jpg?1746,ordinateurs-accessoires-informatique,57%
Canon Imprimante Multifonction Pixma - WIFI - Noir - Garantie 1 an,139.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/0332/1.jpg?3187,ordinateurs-accessoires-informatique,23%
Hp Imprimante multifonction - SMART TANK 516 - Wifi - 3en1,564.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/2794/1.jpg?2846,ordinateurs-accessoires-informatique,28%
Hp Imprimante Multifonction Jet d’encre DeskJet 2320,126.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/4535/1.jpg?9408,ordinateurs-accessoires-informatique,20%
Ink pack de 4 bouteille d'encre universelle-100 ML,18.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/9544/1.jpg?4087,ordinateurs-accessoires-informatique,43%
Canon Imprimante multifonction - Jet d'encre G 3411 - WIFI + 3en1 - Couleur,568.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/6315/1.jpg?9167,ordinateurs-accessoires-informatique,60%
Canon Imprimante Multifonction Pixma TS 3140 - WIFI - Noir - Garantie 1 an,131.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/8702/1.jpg?2345,ordinateurs-accessoires-informatique,40%
Epson Imprimante Jet d'encre - L3110 3en1 - Garantie 1 an,520.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/5213/1.jpg?2846,ordinateurs-accessoires-informatique,51%
CARTOUCHA Bloc Tambour Photoconducteur Pour Brother DR2300,77.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/4391/1.jpg?3975,ordinateurs-accessoires-informatique,55%
Hp 3 en 1 - Avec Réservoir d'encre - 315 - Noir - Garantie:1 an,435.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/199/1.jpg?7145,ordinateurs-accessoires-informatique,22%
Brother Toner TN-2220 Laser - Adaptable / DCP-7060D,36.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/072/1.jpg?9103,ordinateurs-accessoires-informatique,47%
Epson Imprimante jet d'encre - L3110 3en1 - Couleur - Garantie 1an,520.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/0664/1.jpg?1585,ordinateurs-accessoires-informatique,51%
Xtrike Pack Gamer 4 En 1 clavier Souris Casque et Tapie de souris,58.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/5163/1.jpg?8012,ordinateurs-accessoires-informatique,69%
Mini Clavier Bluetooth - Noir,29.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/1631/1.jpg?6124,ordinateurs-accessoires-informatique,77%
Clavier compatible avec Pc Portable Toshiba satellite C650,55.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/2394/1.jpg?1446,ordinateurs-accessoires-informatique,57%
R8 Clavier Souris Gaming FR/AR -1909 -  Avec rétro-éclairage,26.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/3072/1.jpg?3278,ordinateurs-accessoires-informatique,57%
Spirit Of Gamer Clavier Gamer - Pro k5 - Noir,54.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/7782/1.jpg?9855,ordinateurs-accessoires-informatique,23%
Coffret Gaming Xtrike CM-406,56.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/5163/1.jpg?8984,ordinateurs-accessoires-informatique,28%
Spirit Of Gamer Clavier RGB - Semi mécanique,69.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/5804/1.jpg?3966,ordinateurs-accessoires-informatique,20%
Clavier Compatible avec portable LENOVO G50  Ideapad 300-15IBR,59.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/5405/1.jpg?8149,ordinateurs-accessoires-informatique,43%
Azerty Clavier flexible- Arabe,28.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/4873/1.jpg?6571,ordinateurs-accessoires-informatique,60%
R8 Combo Clavier Souris gaming,35.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/9221/1.jpg?6905,ordinateurs-accessoires-informatique,40%
Jedel Clavier souris combo - Sans Fils - WS9000 - Gold,49.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/2023/1.jpg?8189,ordinateurs-accessoires-informatique,51%
"Mini clavier sans fil i9 Plus - RGB LED - PC , Android",64.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/8294/1.jpg?2925,ordinateurs-accessoires-informatique,55%
Clavier flexible usb,17.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/1584/1.jpg?6106,ordinateurs-accessoires-informatique,22%
T-DAGGER Clavier Gamer mecanique - Bora - Switch bleu,85.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/8925/1.jpg?7492,ordinateurs-accessoires-informatique,47%
T-DAGGER Clavier gamer -Tanker,35.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/2105/1.jpg?5907,ordinateurs-accessoires-informatique,51%
Sac à dos pour ordinateur portable  - Noir / bleu claire,17.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/1374/1.jpg?7006,ordinateurs-accessoires-informatique,69%
"Lenovo Sac à dos B515 - Pour ordinateur portable - 15,6 Pouces - Gris",85.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/1194/1.jpg?6026,ordinateurs-accessoires-informatique,77%
"Port Sacoche Sydney designs Toploading  pour Ordinateur 15,6"" (135072)",55.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/1684/1.jpg?5565,ordinateurs-accessoires-informatique,57%
"Sac à dos pour ordinateur Portable Jusqu'à 15,6""- Noir",36.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/0394/1.jpg?2226,ordinateurs-accessoires-informatique,57%
"Port Sac à dos  Designs Sydney 15"" (135073)",100.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/1684/1.jpg?5565,ordinateurs-accessoires-informatique,23%
Biaowang Sac à dos pour ordinateur portable - 17.3'',55.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/6652/1.jpg?3607,ordinateurs-accessoires-informatique,28%
Sacoche Pour accessoires -gris,15.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/1444/1.jpg?6487,ordinateurs-accessoires-informatique,20%
Hp Sacoche pour pc portable - 15.6 Value BLK Topload- Gris,49.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/9725/1.jpg?7688,ordinateurs-accessoires-informatique,43%
Mip Sac à dos By ROCAMP Pour Pc Portable  15.6 Waterproof,44.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/5774/1.jpg?6325,ordinateurs-accessoires-informatique,60%
"Aoleisi Sac à dos pour Pc Portable 15"" - Avec port USB - Bleu",79.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/9744/1.jpg?3559,ordinateurs-accessoires-informatique,40%
artzy Support PC - MDF - laptop support,35.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/5534/1.jpg?1585,ordinateurs-accessoires-informatique,51%
Sacoche pour PC portable - 14.1'' - Rouge,42.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/9321/1.jpg?7163,ordinateurs-accessoires-informatique,55%
"Promate Sacoche Gear-MB Pour Pc Portable 15.6""",34.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/7954/1.jpg?1087,ordinateurs-accessoires-informatique,22%
"Sbox Sac à dos - NSS-19044 - 15,6"" - Noir",54.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/9743/1.jpg?2125,ordinateurs-accessoires-informatique,47%
"Sac à dos - PC 15.6""",39.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/4821/1.jpg?1107,ordinateurs-accessoires-informatique,51%
Bitdefender Antivirus Internet Security 1 an 1 PC,27.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/8751/1.jpg?1166,ordinateurs-accessoires-informatique,69%
Norton Security Premium 10 appareils - 1 an - Antivirus inclus,69.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/2972/1.jpg?8945,ordinateurs-accessoires-informatique,77%
Bitdefender Antivirus Internet Security - 1 PC,24.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/7782/1.jpg?9856,ordinateurs-accessoires-informatique,57%
Escan Antivirus Internet Security Suite - 1 Poste,16.80,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/6502/1.jpg?6924,ordinateurs-accessoires-informatique,57%
Kaspersky Total Security 2020 - 5 postes - Antivirus,144.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/6352/1.jpg?1099,ordinateurs-accessoires-informatique,23%
Norton Security Deluxe 3.0 FA - 5 appareils - 1 Utilisateur - Antivirus - 1 AN,56.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/3705/1.jpg?0046,ordinateurs-accessoires-informatique,28%
Bitdefender Anti Virus 1 an,24.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/9943/1.jpg?2564,ordinateurs-accessoires-informatique,20%
Escan Antivirus Internet Security Suite - 5 Postes - 1 an,76.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/3853/1.jpg?8033,ordinateurs-accessoires-informatique,43%
Kaspersky Internet Security 2021 - 1 Appareil - 1 AN - Antivirus + Protection avancée,46.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/8974/1.jpg?2225,ordinateurs-accessoires-informatique,60%
Eset Application - Sécurité mobile,20.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/0402/1.jpg?4804,ordinateurs-accessoires-informatique,40%
Norton Security Premium 5 appareils - 1 an - Antivirus inclus,59.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/7782/1.jpg?9854,ordinateurs-accessoires-informatique,51%
Escan Antivirus Internet Security Suite - 3 Postes - 1 an,50.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/7333/1.jpg?2923,ordinateurs-accessoires-informatique,55%
Bitdefender Total security 5 appareils 1ans,64.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/0694/1.jpg?9427,ordinateurs-accessoires-informatique,22%
Kaspersky Antivirus total Security - 3 Poste,120.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/6825/1.jpg?3727,ordinateurs-accessoires-informatique,47%
Bitdefender Total security 3 appareils 1an,54.80,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/0694/1.jpg?9366,ordinateurs-accessoires-informatique,51%
Adata Disque dur externe antichoc - 1To,180.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/0905/1.jpg?5687,ordinateurs-accessoires-informatique,69%
Jbl T510 - Noir,189.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/0664/1.jpg?6177,ordinateurs-accessoires-informatique,77%
Adata Carte mémoire - Micro SDHC - 32 Gb - Class 10,11.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/0123/1.jpg?5500,ordinateurs-accessoires-informatique,57%
Hp PC PORTABLE- 2R0M7EA - DW3015NK I5 11È GÉN 8GO 256GO SSD - Gris,"1,869.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/0325/1.jpg?5296,ordinateurs-accessoires-informatique,57%
Lenovo PC portable - 81WQ00GWFG - IDEAPAD 3 -15IGL05 N4020 4GO 1TO - GRIS,835.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/0325/1.jpg?6460,ordinateurs-accessoires-informatique,23%
Pny Flash disque - 64 Go - 10X Faster - USB 3.1 - Noir,28.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/3863/1.jpg?4003,ordinateurs-accessoires-informatique,28%
Hp Pc portable HP15 - 27Z73EA -  Ecran 15.6 - 4GB -1TB - Gris,979.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/0325/1.jpg?4789,ordinateurs-accessoires-informatique,20%
Hp 15-dw3000nk Core i3-1115G4 4GB1TB 15.6 HD W10H6 Natural Silver +NSV C-deck,"1,479.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/0825/1.jpg?8313,ordinateurs-accessoires-informatique,43%
Lenovo Pc portable - 81WQ00GQFG -  IDEAPAD 3 INTEL CELERON 4GO 1TO GRIS,779.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/0325/1.jpg?6104,ordinateurs-accessoires-informatique,60%
Bitdefender Antivirus Internet Security 1 an 1 PC,27.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/8751/1.jpg?1166,ordinateurs-accessoires-informatique,40%
Usb Hub 4 ports USB 2.0 - Noir,7.40,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/3192/1.jpg?3945,ordinateurs-accessoires-informatique,51%
R8 Souris USB - M1602L Filiale  - Gaming - Noir,8.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/3072/1.jpg?2642,ordinateurs-accessoires-informatique,55%
Jbl T510 - Rose,189.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/0664/1.jpg?2078,ordinateurs-accessoires-informatique,22%
Mp3 Bluetooth P47 Casque MP3 Bluetooth 4.1 - Blanc,27.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/0222/1.jpg?1965,ordinateurs-accessoires-informatique,47%
Souris sans fil - 2.4GHz - 4d - Noir,13.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/4281/1.jpg?7905,ordinateurs-accessoires-informatique,51%
Pack de 5 bouteilles d'encre compatible Epson L382 - T664/ 100 ml,24.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/6053/1.jpg?9024,ordinateurs-accessoires-informatique,69%
Apple MacBook Air 13 pouces M1 - 256 Go - Clavier Azerty - Gris Sidéral - Garantie 1 an,"3,798.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/8653/1.jpg?5286,ordinateurs-accessoires-informatique,77%
Apple MacBook Pro 13 pouces Puce Apple M1 - 256 Go - Clavier Azerty - Gris Sidéral - Garantie 1 an,"4,749.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/8653/1.jpg?1528,ordinateurs-accessoires-informatique,57%
Versus Unité centrale Light Office Core 2 duo  2 Go DDR3 - 320Go,450.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/3244/1.jpg?2648,ordinateurs-accessoires-informatique,57%
Apple MacBook Air 13 pouces - Ecran retina - 256 Go - Space grey,"5,206.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/0291/1.jpg?1652,ordinateurs-accessoires-informatique,23%
Mini souris  - Tapis souris  - Écouteur,12.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/4251/1.jpg?9908,ordinateurs-accessoires-informatique,28%
Apple MacBook Pro 13 pouces Puce Apple M1 - 512 Go - Clavier Azerty - Gris Sidéral - Garantie 1 an,"5,449.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/8653/1.jpg?1526,ordinateurs-accessoires-informatique,20%
Eaton Onduleur 650 - Garantie 2 ans,230.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/3183/1.jpg?0487,ordinateurs-accessoires-informatique,43%
Hp Pc HP15 - I3 10éme Gén - 8 G - 1Tb - W10 -Garantie 1an,"1,399.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/2924/1.jpg?6005,ordinateurs-accessoires-informatique,60%
Apple MacBook Air 13 pouces M1 - 512 Go - Gris Sidéral - Garantie 1 an,"4,749.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/8653/1.jpg?1526,ordinateurs-accessoires-informatique,40%
